article_id,headline,url,published_date
6aad7b634c2a93d03126ba46ffecdfd6df59a73e,Melania Trump outsourced writing her own 'thank you' notes to the White House residence staff,https://www.cnn.com/2021/01/20/politics/melania-trump-thank-you-notes/index.html,2021-01-20 15:23:43.000 Z
f049eb2fcc0f1869424dd135e8dd6bdcf08e513a,Body cam video shows police officer's fatal shooting of a Black man during a mental health check,https://www.cnn.com/2021/01/23/us/patrick-warren-killeen-officer-shot-kill-video/index.html,2021-01-24 09:49:18.000 Z
8820958d7cd375e1c7c387d7d6726529f22dbeb3,How much of 'Bridgerton' is forgivable?,https://www.cnn.com/2021/01/13/opinions/bridgerton-escapism-and-jane-austen-fantasies-maltby/index.html,2021-01-13 17:53:01.000 Z
20699bd1f6dbe29c142e4fafba8e37c3145da027,"Bitter, Trump skips chance to say splashy, high-profile farewell",https://www.cnn.com/2021/01/19/politics/trump-leaving-white-house-farewell-address/index.html,2021-01-19 21:46:05.000 Z
9275f53348a1a69f5932afa2403bd2fd187388e4,Lindsey Graham is playing a very odd role in the Senate impeachment trial,https://www.cnn.com/2021/01/22/politics/lindsey-graham-donald-trump-impeachment-trial/index.html,2021-01-22 14:35:33.000 Z
4da723bf10434f33a80a812dac4a5020ef649915,Trump revokes rule barring lobbying by former officials as he leaves office,https://www.cnn.com/2021/01/20/politics/trump-revokes-lobby-ban/index.html,2021-01-20 10:48:21.000 Z
62161f4a31f82ffedd53d4ac1ee5f554be959442,Why do presidents use so many pens to sign documents — and what happens to them?,https://www.cnn.com/2021/01/22/us/pens-biden-executive-order-trnd/index.html,2021-01-22 21:20:41.000 Z
2afc95317e74ab741e1a8d196fbbb3352aef49b7,Here's why rioters say they're gathering in Portland,https://www.cnn.com/2021/01/22/us/portland-riot-protesters-charged/index.html,2021-01-23 18:39:17.000 Z
5e571168c9b57dd73e24fe75b8674437290cd377,Sen. Hawley blocks quick consideration of Biden's Homeland Security nominee,https://www.cnn.com/2021/01/19/politics/hawley-mayorkas-dhs/index.html,2021-01-20 01:15:36.000 Z
c3a12fdd3fef805f66cc90ffb81eddb8c49934cc,The powerful duality of Kamala Harris' ascent,https://www.cnn.com/2021/01/20/politics/kamala-harris-inauguration-racial-justice-white-supremacy/index.html,2021-01-20 18:41:31.000 Z
b462d7fadc99c4f5590a85bd3c904bb1ef15a1f4,Biden unveils Covid-19 plan based on 'science not politics' as he signs new initiatives,https://www.cnn.com/2021/01/21/politics/biden-national-coronavirus-plan/index.html,2021-01-22 03:25:16.000 Z
57265ad5afae6c74419964806e68c815e20c93ab,Divisive policies and actions from Trump-era that Biden could decide to alter,https://www.cnn.com/2021/01/21/politics/race-immigration-trump-era-policies-biden/index.html,2021-01-21 05:50:05.000 Z
27654cd8c9671c76308071448a3c319519812fa2,"Senate confirms Avril Haines as director of national intelligence, the first Biden Cabinet nominee confirmed",https://www.cnn.com/2021/01/20/politics/avril-haines-confirmation-vote/index.html,2021-01-21 01:45:15.000 Z
39ceee0b5022132d69f30b151053e21299e016bd,READ: President Joe Biden's schedule for his first full day in office,https://www.cnn.com/2021/01/21/politics/biden-first-full-day-schedule/index.html,2021-01-21 05:18:49.000 Z
f13d66d3355f82f6143542f4a015a85c9b6f4753,The most important line in Joe Biden's inaugural address,https://www.cnn.com/2021/01/20/politics/important-line-biden-speech/index.html,2021-01-20 21:00:27.000 Z
0121e77788776c5eff08da587da015c63141308c,The perfect optics on Inauguration Day,https://www.cnn.com/2021/01/21/opinions/perfect-optics-inauguration-day-opinion-mcgowan-silva/index.html,2021-01-21 17:48:30.000 Z
53a9285fca03a1cb0969293b2cdf49301412edde,Trump's business was crashing even before the Capitol riot made his brand toxic,https://www.cnn.com/2021/01/21/business/trump-business-hotels-pandemic/index.html,2021-01-21 18:28:48.000 Z
a2d1a5acbedba55cabd134677bff8caa98e7472d,McConnell privately says he wants Trump gone as Republicans quietly lobby him to convict,https://www.cnn.com/2021/01/22/politics/mcconnell-trump-impeachment-conviction-republicans/index.html,2021-01-23 20:17:12.000 Z
19a11ea49967d63247aa8a0db6bb7b5f1e688c15,DHS pauses some deportations for 100 days,https://www.cnn.com/2021/01/20/politics/homeland-security-pause-some-deportations/index.html,2021-01-21 04:49:10.000 Z
9b951443de50bcf084324600050028118817ddc4,Chronicling Trump's 10 worst abuses of power,https://www.cnn.com/2021/01/24/politics/trump-worst-abuses-of-power/index.html,2021-01-24 12:55:01.000 Z
5cbadce47e87a8bf291b2688ce36a8016ce0ae03,"World leaders welcome Biden with praise, pleas, and parting shots at Trump",https://www.cnn.com/2021/01/20/europe/global-reaction-joe-biden-inauguration-intl/index.html,2021-01-20 22:24:01.000 Z
5eec806841c06e39cf89a37e9cd0a0f351b9046a,"'No Time to Die,' the new James Bond film, is delayed once again",https://www.cnn.com/2021/01/21/media/no-time-to-die-james-bond-delay/index.html,2021-01-22 15:48:04.000 Z
1c5b6773e7dbccc5450ea0efa33cfa9972941230,Biden signs order requiring masks for travelers,https://www.cnn.com/travel/article/travel-us-mask-mandate-biden/index.html,2021-01-23 15:47:26.000 Z
223efcae801431edec36d5b31f1609948a58b8c9,Michigan county commissioner pulls gun out during virtual meeting when resident asked board to denounce Proud Boys,https://www.cnn.com/2021/01/22/us/michigan-county-commissioner-gun-proud-boys/index.html,2021-01-23 01:19:52.000 Z
f4abbc5c5075754314dd14920775a93a3843717f,"WNBA team Atlanta Dream, co-owned by Kelly Loeffler, is close to being sold, league says",https://www.cnn.com/2021/01/19/us/wnba-atlanta-dream-sale-kelly-loeffler-spt-trnd/index.html,2021-01-20 16:54:18.000 Z
17c3c3ce609057ed2ca8ae8a4760be32d492dfe6,"Group of House conservatives pushing to oust Liz Cheney, an effort Republican aides still view as a long shot",https://www.cnn.com/2021/01/19/politics/liz-cheney-house-conservative-reaction/index.html,2021-01-20 03:29:24.000 Z
7548ae801b9514ac856e80a4fc0625c548fdc13a,"Bernie Sanders, Gaga's outfit and other meme-able Inauguration moments. (But mostly Bernie)",https://www.cnn.com/2021/01/21/us/inauguration-bernie-sanders-memes-jokes-twitter-trnd/index.html,2021-01-22 02:30:37.000 Z
35382ca1da21dd5adc12e1d58d9e0e2e8cf9b50c,Last-minute Trump appointee at NSA put on administrative leave due to inspector general probe,https://www.cnn.com/2021/01/20/politics/michael-ellis-administrative-leave/index.html,2021-01-21 02:14:27.000 Z
05ad237b735be016e27944a4aee415a450d0a14a,11 sources of comic relief in this already long new year,https://www.cnn.com/2021/01/19/entertainment/comic-relief-winter/index.html,2021-01-19 16:50:26.000 Z
87450d17fb6bbb7d1f8ebe24e54a74dda06dadaa,Army changes account of key phone call on response to Capitol riot,https://www.cnn.com/2021/01/21/politics/army-changes-account-capitol-riot-call/index.html,2021-01-22 02:17:45.000 Z
f4bfbf1c7b245390cf57aab2445102d6d7573825,Ivanka Trump and Jared Kushner move out of DC and lease luxury condo in Miami,https://www.cnn.com/2021/01/21/politics/ivanka-trump-jared-kushner-luxury-condo-miami/index.html,2021-01-21 21:10:46.000 Z
cfba33a4ed5dc6ca92566f41769e1955e3d116e4,"Vice President Pence, remove Trump now",https://www.cnn.com/2021/01/06/opinions/pence-25-amendment-ghitis/index.html,2021-01-07 11:57:33.000 Z
990e5db8d880d6ba8f9daa5106686e33c4ec74f6,Mitch McConnell: Capitol Hill mob was 'provoked' by Trump,https://www.cnn.com/2021/01/19/politics/mitch-mcconnell-rioters-provoked/index.html,2021-01-19 23:57:20.000 Z
927329bdc830c033ca974448b4156d8db9d4d11a,The White House's latest excuse for Trump's silence on the Capitol attack is the worst yet,https://www.cnn.com/2021/01/18/politics/hogan-gidley-trump-january-6/index.html,2021-01-18 18:07:41.000 Z
bc9bad0faf4c0fd7438e0de9ca8b51317631135b,Portland braces for dueling protests: What we know,https://www.cnn.com/2019/08/14/us/portland-planned-protests-soh/index.html,2019-08-16 16:24:54.000 Z
9ceb04e3c11095567b75599a3f24602c1d448601,Kamala Harris was escorted to the ceremony by the Capitol Police officer who led rioters away from Senate,https://www.cnn.com/2021/01/20/us/kamala-harris-eugene-goodman-escort-trnd/index.html,2021-01-20 20:12:51.000 Z
cc44e4fe5e4645825f11c83663ce832062c47620,Obama and Harris share fist bump at inauguration in historic moment,https://www.cnn.com/2021/01/20/politics/obama-harris-fist-bump-inauguration/index.html,2021-01-20 22:52:11.000 Z
590310995f40447205e51d908264faedd575ad20,"Larry King, legendary talk show host, dies at 87",https://www.cnn.com/2021/01/23/us/larry-king-dies-trnd/index.html,2021-01-24 12:07:33.000 Z
7458fb2d2350c8f7ed33103e6ee1e0c153b41a3e,Key takeaways from the first confirmation hearings for Biden nominees,https://www.cnn.com/2021/01/19/politics/biden-confirmation-hearings-key-takeaways/index.html,2021-01-20 01:33:32.000 Z
d0c2e8fd4bfc7630255222c842971c15fcb4655e,CDC reports record number of daily Covid-19 vaccinations as states struggle with supply,https://www.cnn.com/2021/01/22/health/us-coronavirus-friday/index.html,2021-01-23 07:57:35.000 Z
8ad8c023c358b1a86960665833a8ff56af5bef6b,Exclusive: Trump advisor calls on Congress to approve Biden's rescue plan,https://www.cnn.com/2021/01/21/economy/stimulus-biden-trump-hassett/index.html,2021-01-22 21:06:57.000 Z
efd9ac34ce033196dd8cf76702064ec1b04389ef,"3 new Democratic senators sworn in, flipping control of the Senate",https://www.cnn.com/2021/01/20/politics/democratic-senators-swearing-in/index.html,2021-01-20 22:59:58.000 Z
d27d4748d91b3f87d0e00fe756442c871a0087fe,"Fact check: True to form, Trump makes multiple false claims in his final comments in office",https://www.cnn.com/2021/01/20/politics/fact-check-trump-final-video-speech-inauguration/index.html,2021-01-20 22:09:52.000 Z
ed71ce4524ed0e50ad6472019bf15db5496d56be,Trump pardons Steve Bannon as one of his final acts in office,https://www.cnn.com/2021/01/19/politics/steve-bannon-pardoned-by-trump/index.html,2021-01-20 12:08:33.000 Z
3023f8cd6ee77e7a752cba0ed224a2a67aa36331,3 National Guard soldiers killed in helicopter crash in New York state,https://www.cnn.com/2021/01/20/us/new-york-helicopter-crash/index.html,2021-01-21 19:53:01.000 Z
58d167a14be2605d5c1bb2c4c61c61e5a9cd7461,Capitol Police investigating after congressman discovered carrying a gun when attempting to go on the House floor,https://www.cnn.com/2021/01/22/politics/congressman-gun-capitol/index.html,2021-01-22 19:18:57.000 Z
7aca56611e1d6930e77b93a7e6c9c9fe7d41d90c,Inside Joe Biden's newly decorated Oval Office,https://www.cnn.com/2021/01/20/politics/inside-joe-biden-oval-office/index.html,2021-01-21 20:40:15.000 Z
737d551dbaec0496e815c360098281a83d8210fa,"Meet Ella Emhoff, the US presidential inauguration's breakout fashion star",https://www.cnn.com/style/article/ella-emhoff-inauguration-fashion-star/index.html,2021-01-21 07:23:24.000 Z
aacbd8144507f3f85369869ffb37dd8e09bebbc5,Donald Trump has a money problem,https://www.cnn.com/2021/01/21/politics/donald-trump-post-presidency-money/index.html,2021-01-22 01:08:12.000 Z
6ceb7a1bcc4ce3e1242aac6ff03ab81bc4b3d925,"There will be no Trump china collection due to cost and time, source says",https://www.cnn.com/2021/01/21/politics/trump-white-house-china/index.html,2021-01-21 15:45:08.000 Z
86a7ad8701a145451872642a1f5eedda2db3c674,New York Times: Trump and DOJ attorney had plan to replace his acting AG and undo Georgia election result,https://www.cnn.com/2021/01/22/politics/trump-doj-attorney-plan-replace-acting-ag-false-election-claims/index.html,2021-01-25 13:08:02.000 Z
0e10125561d99d714a577dcc4bd6972e0cb70a1e,"For flight attendants, getting people to wear masks is now one of the hardest parts of the job",https://www.cnn.com/travel/article/flight-attendants-unruly-passengers-masks-trnd/index.html,2021-01-21 22:08:29.000 Z
0f64a952aa74d2d6d04af037de5b2193873b9b90,Dustin Diamond completes first round of chemotherapy for cancer treatment,https://www.cnn.com/2021/01/21/entertainment/dustin-diamond/index.html,2021-01-22 02:00:51.000 Z
041bfb382ac222a2cbc5af1448502b3c1f497617,Donald Trump *did* set at least 1 record as president,https://www.cnn.com/2021/01/19/politics/donald-trump-gallup-poll-job-approval/index.html,2021-01-19 15:24:41.000 Z
201413e7ce83abcfc9ad48227a166290e1f4b8e4,Trump administration leaves Biden with 'confusing' Covid-19 vaccine numbers and states in limbo,https://www.cnn.com/2021/01/19/health/trump-biden-covid-19-vaccine-numbers-bn/index.html,2021-01-19 22:39:21.000 Z
897fe117ee47bcff0c1a5f039a40c13e5f41e6ad,Jack Ma makes his first public appearance in months,https://www.cnn.com/2021/01/20/tech/jack-ma-appearance-video-intl-hnk/index.html,2021-01-21 15:48:12.000 Z
3b3e66edf15cc9f4ada5ecbaa63127773f60f808,READ: Joe Biden and Kamala Harris' public schedule on Inauguration Day,https://www.cnn.com/2021/01/19/politics/biden-harris-inauguration-day-schedule/index.html,2021-01-20 16:53:25.000 Z
81fe898dd994b970601f561e42b846c2dc75071a,11 ways kids can take part in the presidential inauguration,https://www.cnn.com/2021/01/19/us/kids-inauguration-day-wellness-trnd/index.html,2021-01-19 23:47:40.000 Z
709a1c6ea25c6783f095508e3a654c2c509ef08c,Biden wants to remove this controversial word from US laws,https://www.cnn.com/2021/01/21/politics/alien-biden-immigration-law/index.html,2021-01-21 18:59:07.000 Z
8df98398c8888285daa21db16c36101b602e2df5,How a US presidential inauguration works,https://www.cnn.com/2021/01/19/politics/how-inauguration-works-us-president/index.html,2021-01-20 14:49:21.000 Z
4efb56775e00146c0e3c6f30bcb4b84d820cb690,An inauguration like no other: Notable moments of a momentous day,https://www.cnn.com/2021/01/20/politics/biden-inauguration-notable-moments/index.html,2021-01-21 07:35:40.000 Z
eb0413f63ea5928aa27777494d3878a5bc505842,McConnell proposes delaying impeachment trial until February so Trump team can prepare,https://www.cnn.com/2021/01/21/politics/nancy-pelosi-impeachment-timing/index.html,2021-01-21 23:34:37.000 Z
f0409e031dfacae932decab1044fb70a8d6f5b1e,"Trump may be gone, but the instruments of information warfare that empowered him remain",https://www.cnn.com/2021/01/22/media/donald-trump-information-reliable-sources/index.html,2021-01-22 17:15:06.000 Z
